region;ålder;kön;år;Folkmängd
06 Jönköpings län;75-79 år;män;2016;6100
06 Jönköpings län;75-79 år;män;2017;6550
06 Jönköpings län;75-79 år;män;2018;6953
06 Jönköpings län;75-79 år;kvinnor;2008;6752
06 Jönköpings län;75-79 år;kvinnor;2009;6629
06 Jönköpings län;75-79 år;kvinnor;2010;6483
06 Jönköpings län;75-79 år;kvinnor;2011;6461
06 Jönköpings län;75-79 år;kvinnor;2012;6425
06 Jönköpings län;75-79 år;kvinnor;2013;6590
06 Jönköpings län;75-79 år;kvinnor;2014;6774
06 Jönköpings län;75-79 år;kvinnor;2015;6958
06 Jönköpings län;75-79 år;kvinnor;2016;7016
06 Jönköpings län;75-79 år;kvinnor;2017;7312
06 Jönköpings län;75-79 år;kvinnor;2018;7625
06 Jönköpings län;80-84 år;män;2008;4019
06 Jönköpings län;80-84 år;män;2009;3946
06 Jönköpings län;80-84 år;män;2010;3966
06 Jönköpings län;80-84 år;män;2011;3980
06 Jönköpings län;80-84 år;män;2012;3995
06 Jönköpings län;80-84 år;män;2013;3935
06 Jönköpings län;80-84 år;män;2014;3954
06 Jönköpings län;80-84 år;män;2015;3997
06 Jönköpings län;80-84 år;män;2016;4063
06 Jönköpings län;80-84 år;män;2017;4120
06 Jönköpings län;80-84 år;män;2018;4246
06 Jönköpings län;80-84 år;kvinnor;2008;5927
06 Jönköpings län;80-84 år;kvinnor;2009;5887
06 Jönköpings län;80-84 år;kvinnor;2010;5827
06 Jönköpings län;80-84 år;kvinnor;2011;5765
06 Jönköpings län;80-84 år;kvinnor;2012;5754
06 Jönköpings län;80-84 år;kvinnor;2013;5663
06 Jönköpings län;80-84 år;kvinnor;2014;5564
06 Jönköpings län;80-84 år;kvinnor;2015;5448
06 Jönköpings län;80-84 år;kvinnor;2016;5479
06 Jönköpings län;80-84 år;kvinnor;2017;5431
06 Jönköpings län;80-84 år;kvinnor;2018;5631
06 Jönköpings län;85-89 år;män;2008;2500
06 Jönköpings län;85-89 år;män;2009;2505
06 Jönköpings län;85-89 år;män;2010;2459
06 Jönköpings län;85-89 år;män;2011;2417
06 Jönköpings län;85-89 år;män;2012;2385
06 Jönköpings län;85-89 år;män;2013;2462
06 Jönköpings län;85-89 år;män;2014;2425
06 Jönköpings län;85-89 år;män;2015;2432
06 Jönköpings län;85-89 år;män;2016;2454
06 Jönköpings län;85-89 år;män;2017;2472
06 Jönköpings län;85-89 år;män;2018;2455
06 Jönköpings län;85-89 år;kvinnor;2008;4261
06 Jönköpings län;85-89 år;kvinnor;2009;4321
06 Jönköpings län;85-89 år;kvinnor;2010;4268
06 Jönköpings län;85-89 år;kvinnor;2011;4179
06 Jönköpings län;85-89 år;kvinnor;2012;4147
06 Jönköpings län;85-89 år;kvinnor;2013;4099
06 Jönköpings län;85-89 år;kvinnor;2014;4120
06 Jönköpings län;85-89 år;kvinnor;2015;4096
06 Jönköpings län;85-89 år;kvinnor;2016;4091
06 Jönköpings län;85-89 år;kvinnor;2017;4096
06 Jönköpings län;85-89 år;kvinnor;2018;4042
06 Jönköpings län;90-94 år;män;2008;811
06 Jönköpings län;90-94 år;män;2009;868
06 Jönköpings län;90-94 år;män;2010;949
06 Jönköpings län;90-94 år;män;2011;965
06 Jönköpings län;90-94 år;män;2012;982
06 Jönköpings län;90-94 år;män;2013;1016
06 Jönköpings län;90-94 år;män;2014;1016
06 Jönköpings län;90-94 år;män;2015;1011
06 Jönköpings län;90-94 år;män;2016;1019
06 Jönköpings län;90-94 år;män;2017;1008
06 Jönköpings län;90-94 år;män;2018;1026
06 Jönköpings län;90-94 år;kvinnor;2008;1716
06 Jönköpings län;90-94 år;kvinnor;2009;1808
06 Jönköpings län;90-94 år;kvinnor;2010;1922
06 Jönköpings län;90-94 år;kvinnor;2011;1998
06 Jönköpings län;90-94 år;kvinnor;2012;2034
06 Jönköpings län;90-94 år;kvinnor;2013;2096
06 Jönköpings län;90-94 år;kvinnor;2014;2093
06 Jönköpings län;90-94 år;kvinnor;2015;2107
06 Jönköpings län;90-94 år;kvinnor;2016;2094
06 Jönköpings län;90-94 år;kvinnor;2017;2075
06 Jönköpings län;90-94 år;kvinnor;2018;2089
06 Jönköpings län;95-99 år;män;2008;137
06 Jönköpings län;95-99 år;män;2009;147
06 Jönköpings län;95-99 år;män;2010;140
06 Jönköpings län;95-99 år;män;2011;159
06 Jönköpings län;95-99 år;män;2012;182
06 Jönköpings län;95-99 år;män;2013;164
06 Jönköpings län;95-99 år;män;2014;185
06 Jönköpings län;95-99 år;män;2015;229
06 Jönköpings län;95-99 år;män;2016;240
06 Jönköpings län;95-99 år;män;2017;210
06 Jönköpings län;95-99 år;män;2018;226
06 Jönköpings län;95-99 år;kvinnor;2008;451
06 Jönköpings län;95-99 år;kvinnor;2009;461
06 Jönköpings län;95-99 år;kvinnor;2010;497
06 Jönköpings län;95-99 år;kvinnor;2011;506
06 Jönköpings län;95-99 år;kvinnor;2012;491
06 Jönköpings län;95-99 år;kvinnor;2013;481
06 Jönköpings län;95-99 år;kvinnor;2014;502
06 Jönköpings län;95-99 år;kvinnor;2015;537
06 Jönköpings län;95-99 år;kvinnor;2016;612
06 Jönköpings län;95-99 år;kvinnor;2017;603
06 Jönköpings län;95-99 år;kvinnor;2018;603
06 Jönköpings län;100+ år;män;2008;8
06 Jönköpings län;100+ år;män;2009;8
06 Jönköpings län;100+ år;män;2010;11
06 Jönköpings län;100+ år;män;2011;14
06 Jönköpings län;100+ år;män;2012;17
06 Jönköpings län;100+ år;män;2013;19
06 Jönköpings län;100+ år;män;2014;22
06 Jönköpings län;100+ år;män;2015;12
06 Jönköpings län;100+ år;män;2016;13
06 Jönköpings län;100+ år;män;2017;17
06 Jönköpings län;100+ år;män;2018;14
06 Jönköpings län;100+ år;kvinnor;2008;37
06 Jönköpings län;100+ år;kvinnor;2009;40
06 Jönköpings län;100+ år;kvinnor;2010;44
06 Jönköpings län;100+ år;kvinnor;2011;44
06 Jönköpings län;100+ år;kvinnor;2012;52
06 Jönköpings län;100+ år;kvinnor;2013;60
06 Jönköpings län;100+ år;kvinnor;2014;63
06 Jönköpings län;100+ år;kvinnor;2015;57
06 Jönköpings län;100+ år;kvinnor;2016;55
06 Jönköpings län;100+ år;kvinnor;2017;66
06 Jönköpings län;100+ år;kvinnor;2018;72
07 Kronobergs län;55-59 år;män;2008;6095
07 Kronobergs län;55-59 år;män;2009;5962
07 Kronobergs län;55-59 år;män;2010;5865
07 Kronobergs län;55-59 år;män;2011;5781
07 Kronobergs län;55-59 år;män;2012;5680
07 Kronobergs län;55-59 år;män;2013;5650
07 Kronobergs län;55-59 år;män;2014;5643
07 Kronobergs län;55-59 år;män;2015;5576
07 Kronobergs län;55-59 år;män;2016;5534
07 Kronobergs län;55-59 år;män;2017;5661
07 Kronobergs län;55-59 år;män;2018;5712
07 Kronobergs län;55-59 år;kvinnor;2008;5907
07 Kronobergs län;55-59 år;kvinnor;2009;5861
07 Kronobergs län;55-59 år;kvinnor;2010;5768
07 Kronobergs län;55-59 år;kvinnor;2011;5783
07 Kronobergs län;55-59 år;kvinnor;2012;5683
07 Kronobergs län;55-59 år;kvinnor;2013;5554
07 Kronobergs län;55-59 år;kvinnor;2014;5472
07 Kronobergs län;55-59 år;kvinnor;2015;5406
07 Kronobergs län;55-59 år;kvinnor;2016;5296
07 Kronobergs län;55-59 år;kvinnor;2017;5338
07 Kronobergs län;55-59 år;kvinnor;2018;5419
07 Kronobergs län;60-64 år;män;2008;6425
07 Kronobergs län;60-64 år;män;2009;6410
07 Kronobergs län;60-64 år;män;2010;6349
07 Kronobergs län;60-64 år;män;2011;6242
07 Kronobergs län;60-64 år;män;2012;6092
07 Kronobergs län;60-64 år;män;2013;5950
07 Kronobergs län;60-64 år;män;2014;5808
07 Kronobergs län;60-64 år;män;2015;5723
07 Kronobergs län;60-64 år;män;2016;5636
07 Kronobergs län;60-64 år;män;2017;5547
07 Kronobergs län;60-64 år;män;2018;5521
07 Kronobergs län;60-64 år;kvinnor;2008;6093
07 Kronobergs län;60-64 år;kvinnor;2009;6061
07 Kronobergs län;60-64 år;kvinnor;2010;6055
07 Kronobergs län;60-64 år;kvinnor;2011;5935
07 Kronobergs län;60-64 år;kvinnor;2012;5897
07 Kronobergs län;60-64 år;kvinnor;2013;5797
07 Kronobergs län;60-64 år;kvinnor;2014;5722
07 Kronobergs län;60-64 år;kvinnor;2015;5667
07 Kronobergs län;60-64 år;kvinnor;2016;5658
07 Kronobergs län;60-64 år;kvinnor;2017;5560
07 Kronobergs län;60-64 år;kvinnor;2018;5490
07 Kronobergs län;65-69 år;män;2008;4870
07 Kronobergs län;65-69 år;män;2009;5198
07 Kronobergs län;65-69 år;män;2010;5516
07 Kronobergs län;65-69 år;män;2011;5854
07 Kronobergs län;65-69 år;män;2012;6022
07 Kronobergs län;65-69 år;män;2013;6120
07 Kronobergs län;65-69 år;män;2014;6108
07 Kronobergs län;65-69 år;män;2015;6019
07 Kronobergs län;65-69 år;män;2016;5949
07 Kronobergs län;65-69 år;män;2017;5803
07 Kronobergs län;65-69 år;män;2018;5654
07 Kronobergs län;65-69 år;kvinnor;2008;4709
07 Kronobergs län;65-69 år;kvinnor;2009;4966
07 Kronobergs län;65-69 år;kvinnor;2010;5245
07 Kronobergs län;65-69 år;kvinnor;2011;5603
07 Kronobergs län;65-69 år;kvinnor;2012;5763
07 Kronobergs län;65-69 år;kvinnor;2013;5858
07 Kronobergs län;65-69 år;kvinnor;2014;5853
07 Kronobergs län;65-69 år;kvinnor;2015;5805
07 Kronobergs län;65-69 år;kvinnor;2016;5696
07 Kronobergs län;65-69 år;kvinnor;2017;5699
07 Kronobergs län;65-69 år;kvinnor;2018;5588
07 Kronobergs län;70-74 år;män;2008;3649
07 Kronobergs län;70-74 år;män;2009;3776
07 Kronobergs län;70-74 år;män;2010;3902
07 Kronobergs län;70-74 år;män;2011;3992
07 Kronobergs län;70-74 år;män;2012;4217
07 Kronobergs län;70-74 år;män;2013;4503
07 Kronobergs län;70-74 år;män;2014;4829
07 Kronobergs län;70-74 år;män;2015;5112
07 Kronobergs län;70-74 år;män;2016;5418
07 Kronobergs län;70-74 år;män;2017;5594
07 Kronobergs län;70-74 år;män;2018;5689
07 Kronobergs län;70-74 år;kvinnor;2008;3995
07 Kronobergs län;70-74 år;kvinnor;2009;4058
07 Kronobergs län;70-74 år;kvinnor;2010;4112
07 Kronobergs län;70-74 år;kvinnor;2011;4154
07 Kronobergs län;70-74 år;kvinnor;2012;4246
07 Kronobergs län;70-74 år;kvinnor;2013;4467
07 Kronobergs län;70-74 år;kvinnor;2014;4714
07 Kronobergs län;70-74 år;kvinnor;2015;5011
07 Kronobergs län;70-74 år;kvinnor;2016;5344
07 Kronobergs län;70-74 år;kvinnor;2017;5457
07 Kronobergs län;70-74 år;kvinnor;2018;5562
07 Kronobergs län;75-79 år;män;2008;2980
07 Kronobergs län;75-79 år;män;2009;2990
07 Kronobergs län;75-79 år;män;2010;2991
07 Kronobergs län;75-79 år;män;2011;3039
07 Kronobergs län;75-79 år;män;2012;3095
07 Kronobergs län;75-79 år;män;2013;3175
07 Kronobergs län;75-79 år;män;2014;3294
07 Kronobergs län;75-79 år;män;2015;3413
07 Kronobergs län;75-79 år;män;2016;3521
07 Kronobergs län;75-79 år;män;2017;3681
07 Kronobergs län;75-79 år;män;2018;3971
07 Kronobergs län;75-79 år;kvinnor;2008;3674
07 Kronobergs län;75-79 år;kvinnor;2009;3637
07 Kronobergs län;75-79 år;kvinnor;2010;3580
07 Kronobergs län;75-79 år;kvinnor;2011;3529
07 Kronobergs län;75-79 år;kvinnor;2012;3578
07 Kronobergs län;75-79 år;kvinnor;2013;3648
07 Kronobergs län;75-79 år;kvinnor;2014;3724
07 Kronobergs län;75-79 år;kvinnor;2015;3746
07 Kronobergs län;75-79 år;kvinnor;2016;3771
07 Kronobergs län;75-79 år;kvinnor;2017;3861
07 Kronobergs län;75-79 år;kvinnor;2018;4047
07 Kronobergs län;80-84 år;män;2008;2374
07 Kronobergs län;80-84 år;män;2009;2348
07 Kronobergs län;80-84 år;män;2010;2356
07 Kronobergs län;80-84 år;män;2011;2361
07 Kronobergs län;80-84 år;män;2012;2352
07 Kronobergs län;80-84 år;män;2013;2300
07 Kronobergs län;80-84 år;män;2014;2312
07 Kronobergs län;80-84 år;män;2015;2341
07 Kronobergs län;80-84 år;män;2016;2411
07 Kronobergs län;80-84 år;män;2017;2461
07 Kronobergs län;80-84 år;män;2018;2531
07 Kronobergs län;80-84 år;kvinnor;2008;3206
07 Kronobergs län;80-84 år;kvinnor;2009;3214
07 Kronobergs län;80-84 år;kvinnor;2010;3213
07 Kronobergs län;80-84 år;kvinnor;2011;3234
07 Kronobergs län;80-84 år;kvinnor;2012;3215
07 Kronobergs län;80-84 år;kvinnor;2013;3123
07 Kronobergs län;80-84 år;kvinnor;2014;3119
07 Kronobergs län;80-84 år;kvinnor;2015;3070
07 Kronobergs län;80-84 år;kvinnor;2016;3048
07 Kronobergs län;80-84 år;kvinnor;2017;3084
07 Kronobergs län;80-84 år;kvinnor;2018;3141
07 Kronobergs län;85-89 år;män;2008;1395
07 Kronobergs län;85-89 år;män;2009;1399
07 Kronobergs län;85-89 år;män;2010;1418
07 Kronobergs län;85-89 år;män;2011;1430
07 Kronobergs län;85-89 år;män;2012;1437
07 Kronobergs län;85-89 år;män;2013;1453
07 Kronobergs län;85-89 år;män;2014;1454
07 Kronobergs län;85-89 år;män;2015;1434
07 Kronobergs län;85-89 år;män;2016;1420
07 Kronobergs län;85-89 år;män;2017;1464
07 Kronobergs län;85-89 år;män;2018;1427
07 Kronobergs län;85-89 år;kvinnor;2008;2238
07 Kronobergs län;85-89 år;kvinnor;2009;2269
07 Kronobergs län;85-89 år;kvinnor;2010;2229
07 Kronobergs län;85-89 år;kvinnor;2011;2243
07 Kronobergs län;85-89 år;kvinnor;2012;2239
07 Kronobergs län;85-89 år;kvinnor;2013;2283
07 Kronobergs län;85-89 år;kvinnor;2014;2307
07 Kronobergs län;85-89 år;kvinnor;2015;2320
07 Kronobergs län;85-89 år;kvinnor;2016;2338
07 Kronobergs län;85-89 år;kvinnor;2017;2317
07 Kronobergs län;85-89 år;kvinnor;2018;2270
07 Kronobergs län;90-94 år;män;2008;433
07 Kronobergs län;90-94 år;män;2009;481
07 Kronobergs län;90-94 år;män;2010;477
07 Kronobergs län;90-94 år;män;2011;522
07 Kronobergs län;90-94 år;män;2012;534
07 Kronobergs län;90-94 år;män;2013;570
07 Kronobergs län;90-94 år;män;2014;577
07 Kronobergs län;90-94 år;män;2015;581
07 Kronobergs län;90-94 år;män;2016;594
07 Kronobergs län;90-94 år;män;2017;586
07 Kronobergs län;90-94 år;män;2018;633
07 Kronobergs län;90-94 år;kvinnor;2008;940
07 Kronobergs län;90-94 år;kvinnor;2009;964
07 Kronobergs län;90-94 år;kvinnor;2010;1076
07 Kronobergs län;90-94 år;kvinnor;2011;1110
07 Kronobergs län;90-94 år;kvinnor;2012;1139
07 Kronobergs län;90-94 år;kvinnor;2013;1136
07 Kronobergs län;90-94 år;kvinnor;2014;1162
07 Kronobergs län;90-94 år;kvinnor;2015;1145
07 Kronobergs län;90-94 år;kvinnor;2016;1175
07 Kronobergs län;90-94 år;kvinnor;2017;1167
07 Kronobergs län;90-94 år;kvinnor;2018;1182
07 Kronobergs län;95-99 år;män;2008;96
07 Kronobergs län;95-99 år;män;2009;88
07 Kronobergs län;95-99 år;män;2010;89
07 Kronobergs län;95-99 år;män;2011;90
07 Kronobergs län;95-99 år;män;2012;91
07 Kronobergs län;95-99 år;män;2013;85
07 Kronobergs län;95-99 år;män;2014;101
07 Kronobergs län;95-99 år;män;2015;115
07 Kronobergs län;95-99 år;män;2016;125
07 Kronobergs län;95-99 år;män;2017;124
07 Kronobergs län;95-99 år;män;2018;126
07 Kronobergs län;95-99 år;kvinnor;2008;286
07 Kronobergs län;95-99 år;kvinnor;2009;280
07 Kronobergs län;95-99 år;kvinnor;2010;294
07 Kronobergs län;95-99 år;kvinnor;2011;288
07 Kronobergs län;95-99 år;kvinnor;2012;289
07 Kronobergs län;95-99 år;kvinnor;2013;290
07 Kronobergs län;95-99 år;kvinnor;2014;286
07 Kronobergs län;95-99 år;kvinnor;2015;329
07 Kronobergs län;95-99 år;kvinnor;2016;336
07 Kronobergs län;95-99 år;kvinnor;2017;340
07 Kronobergs län;95-99 år;kvinnor;2018;339
07 Kronobergs län;100+ år;män;2008;5
07 Kronobergs län;100+ år;män;2009;6
07 Kronobergs län;100+ år;män;2010;7
07 Kronobergs län;100+ år;män;2011;4
07 Kronobergs län;100+ år;män;2012;5
07 Kronobergs län;100+ år;män;2013;8
07 Kronobergs län;100+ år;män;2014;9
07 Kronobergs län;100+ år;män;2015;9
07 Kronobergs län;100+ år;män;2016;10
07 Kronobergs län;100+ år;män;2017;8
07 Kronobergs län;100+ år;män;2018;0
07 Kronobergs län;100+ år;kvinnor;2008;35
07 Kronobergs län;100+ år;kvinnor;2009;41
07 Kronobergs län;100+ år;kvinnor;2010;44
07 Kronobergs län;100+ år;kvinnor;2011;53
07 Kronobergs län;100+ år;kvinnor;2012;47
07 Kronobergs län;100+ år;kvinnor;2013;45
07 Kronobergs län;100+ år;kvinnor;2014;40
07 Kronobergs län;100+ år;kvinnor;2015;40
07 Kronobergs län;100+ år;kvinnor;2016;42
07 Kronobergs län;100+ år;kvinnor;2017;47
07 Kronobergs län;100+ år;kvinnor;2018;35
08 Kalmar län;55-59 år;män;2008;8216
08 Kalmar län;55-59 år;män;2009;8133
08 Kalmar län;55-59 år;män;2010;8042
08 Kalmar län;55-59 år;män;2011;7975
08 Kalmar län;55-59 år;män;2012;7831
08 Kalmar län;55-59 år;män;2013;7675
08 Kalmar län;55-59 år;män;2014;7583
08 Kalmar län;55-59 år;män;2015;7498
08 Kalmar län;55-59 år;män;2016;7467
08 Kalmar län;55-59 år;män;2017;7554
08 Kalmar län;55-59 år;män;2018;7698
08 Kalmar län;55-59 år;kvinnor;2008;7994
08 Kalmar län;55-59 år;kvinnor;2009;7773
08 Kalmar län;55-59 år;kvinnor;2010;7762
08 Kalmar län;55-59 år;kvinnor;2011;7754
08 Kalmar län;55-59 år;kvinnor;2012;7702
08 Kalmar län;55-59 år;kvinnor;2013;7688
08 Kalmar län;55-59 år;kvinnor;2014;7661
08 Kalmar län;55-59 år;kvinnor;2015;7558
08 Kalmar län;55-59 år;kvinnor;2016;7424
08 Kalmar län;55-59 år;kvinnor;2017;7452
08 Kalmar län;55-59 år;kvinnor;2018;7551
08 Kalmar län;60-64 år;män;2008;9023
08 Kalmar län;60-64 år;män;2009;8953
08 Kalmar län;60-64 år;män;2010;8781
08 Kalmar län;60-64 år;män;2011;8488
08 Kalmar län;60-64 år;män;2012;8234
08 Kalmar län;60-64 år;män;2013;8066
08 Kalmar län;60-64 år;män;2014;7971
08 Kalmar län;60-64 år;män;2015;7918
08 Kalmar län;60-64 år;män;2016;7892
08 Kalmar län;60-64 år;män;2017;7791
08 Kalmar län;60-64 år;män;2018;7669
08 Kalmar län;60-64 år;kvinnor;2008;8778
08 Kalmar län;60-64 år;kvinnor;2009;8842
08 Kalmar län;60-64 år;kvinnor;2010;8619
08 Kalmar län;60-64 år;kvinnor;2011;8430
08 Kalmar län;60-64 år;kvinnor;2012;8204
08 Kalmar län;60-64 år;kvinnor;2013;7921
08 Kalmar län;60-64 år;kvinnor;2014;7736
08 Kalmar län;60-64 år;kvinnor;2015;7731
08 Kalmar län;60-64 år;kvinnor;2016;7764
08 Kalmar län;60-64 år;kvinnor;2017;7770
08 Kalmar län;60-64 år;kvinnor;2018;7775
08 Kalmar län;65-69 år;män;2008;7077
08 Kalmar län;65-69 år;män;2009;7530
08 Kalmar län;65-69 år;män;2010;8012
08 Kalmar län;65-69 år;män;2011;8523
08 Kalmar län;65-69 år;män;2012;8746
08 Kalmar län;65-69 år;män;2013;8834
08 Kalmar län;65-69 år;män;2014;8727
08 Kalmar län;65-69 år;män;2015;8585
08 Kalmar län;65-69 år;män;2016;8282
08 Kalmar län;65-69 år;män;2017;8076
08 Kalmar län;65-69 år;män;2018;7958
08 Kalmar län;65-69 år;kvinnor;2008;7226
08 Kalmar län;65-69 år;kvinnor;2009;7467
08 Kalmar län;65-69 år;kvinnor;2010;7891
08 Kalmar län;65-69 år;kvinnor;2011;8310
08 Kalmar län;65-69 år;kvinnor;2012;8563
08 Kalmar län;65-69 år;kvinnor;2013;8664
08 Kalmar län;65-69 år;kvinnor;2014;8683
08 Kalmar län;65-69 år;kvinnor;2015;8496
08 Kalmar län;65-69 år;kvinnor;2016;8343
08 Kalmar län;65-69 år;kvinnor;2017;8107
08 Kalmar län;65-69 år;kvinnor;2018;7878
08 Kalmar län;70-74 år;män;2008;5419
08 Kalmar län;70-74 år;män;2009;5631
08 Kalmar län;70-74 år;män;2010;5752
08 Kalmar län;70-74 år;män;2011;5877
08 Kalmar län;70-74 år;män;2012;6296
08 Kalmar län;70-74 år;män;2013;6626
08 Kalmar län;70-74 år;män;2014;7045
08 Kalmar län;70-74 år;män;2015;7505
08 Kalmar län;70-74 år;män;2016;7980
08 Kalmar län;70-74 år;män;2017;8178
08 Kalmar län;70-74 år;män;2018;8295
08 Kalmar län;70-74 år;kvinnor;2008;5833
08 Kalmar län;70-74 år;kvinnor;2009;6035
08 Kalmar län;70-74 år;kvinnor;2010;6184
08 Kalmar län;70-74 år;kvinnor;2011;6266
08 Kalmar län;70-74 år;kvinnor;2012;6509
08 Kalmar län;70-74 år;kvinnor;2013;6821
08 Kalmar län;70-74 år;kvinnor;2014;7082
08 Kalmar län;70-74 år;kvinnor;2015;7545
08 Kalmar län;70-74 år;kvinnor;2016;7915
08 Kalmar län;70-74 år;kvinnor;2017;8180
08 Kalmar län;70-74 år;kvinnor;2018;8245
08 Kalmar län;75-79 år;män;2008;4227
08 Kalmar län;75-79 år;män;2009;4204
08 Kalmar län;75-79 år;män;2010;4299
08 Kalmar län;75-79 år;män;2011;4373
08 Kalmar län;75-79 år;män;2012;4443
08 Kalmar län;75-79 år;män;2013;4671
08 Kalmar län;75-79 år;män;2014;4875
08 Kalmar län;75-79 år;män;2015;4994
08 Kalmar län;75-79 år;män;2016;5116
08 Kalmar län;75-79 år;män;2017;5490
08 Kalmar län;75-79 år;män;2018;5790
08 Kalmar län;75-79 år;kvinnor;2008;5121
08 Kalmar län;75-79 år;kvinnor;2009;5128
08 Kalmar län;75-79 år;kvinnor;2010;5098
08 Kalmar län;75-79 år;kvinnor;2011;5140
08 Kalmar län;75-79 år;kvinnor;2012;5178
08 Kalmar län;75-79 år;kvinnor;2013;5280
08 Kalmar län;75-79 år;kvinnor;2014;5476
08 Kalmar län;75-79 år;kvinnor;2015;5578
08 Kalmar län;75-79 år;kvinnor;2016;5716
08 Kalmar län;75-79 år;kvinnor;2017;5940
08 Kalmar län;75-79 år;kvinnor;2018;6273
08 Kalmar län;80-84 år;män;2008;3100
08 Kalmar län;80-84 år;män;2009;3151
08 Kalmar län;80-84 år;män;2010;3138
08 Kalmar län;80-84 år;män;2011;3162
08 Kalmar län;80-84 år;män;2012;3176
08 Kalmar län;80-84 år;män;2013;3142
08 Kalmar län;80-84 år;män;2014;3198
08 Kalmar län;80-84 år;män;2015;3307
08 Kalmar län;80-84 år;män;2016;3373
08 Kalmar län;80-84 år;män;2017;3427
08 Kalmar län;80-84 år;män;2018;3629
08 Kalmar län;80-84 år;kvinnor;2008;4421
08 Kalmar län;80-84 år;kvinnor;2009;4351
08 Kalmar län;80-84 år;kvinnor;2010;4344
08 Kalmar län;80-84 år;kvinnor;2011;4316
08 Kalmar län;80-84 år;kvinnor;2012;4325
08 Kalmar län;80-84 år;kvinnor;2013;4280
08 Kalmar län;80-84 år;kvinnor;2014;4282
08 Kalmar län;80-84 år;kvinnor;2015;4251
08 Kalmar län;80-84 år;kvinnor;2016;4267
08 Kalmar län;80-84 år;kvinnor;2017;4328
08 Kalmar län;80-84 år;kvinnor;2018;4420
08 Kalmar län;85-89 år;män;2008;1863
08 Kalmar län;85-89 år;män;2009;1878
08 Kalmar län;85-89 år;män;2010;1887
08 Kalmar län;85-89 år;män;2011;1886
08 Kalmar län;85-89 år;män;2012;1869
08 Kalmar län;85-89 år;män;2013;1864
08 Kalmar län;85-89 år;män;2014;1865
08 Kalmar län;85-89 år;män;2015;1845
08 Kalmar län;85-89 år;män;2016;1894
08 Kalmar län;85-89 år;män;2017;1947
08 Kalmar län;85-89 år;män;2018;1925
08 Kalmar län;85-89 år;kvinnor;2008;3299
08 Kalmar län;85-89 år;kvinnor;2009;3263
08 Kalmar län;85-89 år;kvinnor;2010;3166
08 Kalmar län;85-89 år;kvinnor;2011;3110
08 Kalmar län;85-89 år;kvinnor;2012;3021
08 Kalmar län;85-89 år;kvinnor;2013;3025
08 Kalmar län;85-89 år;kvinnor;2014;3039
08 Kalmar län;85-89 år;kvinnor;2015;3079
08 Kalmar län;85-89 år;kvinnor;2016;3073
08 Kalmar län;85-89 år;kvinnor;2017;3001
08 Kalmar län;85-89 år;kvinnor;2018;2984
08 Kalmar län;90-94 år;män;2008;590
08 Kalmar län;90-94 år;män;2009;616
08 Kalmar län;90-94 år;män;2010;674
08 Kalmar län;90-94 år;män;2011;692
08 Kalmar län;90-94 år;män;2012;710
08 Kalmar län;90-94 år;män;2013;717
08 Kalmar län;90-94 år;män;2014;757
08 Kalmar län;90-94 år;män;2015;748
08 Kalmar län;90-94 år;män;2016;761
08 Kalmar län;90-94 år;män;2017;750
08 Kalmar län;90-94 år;män;2018;751
08 Kalmar län;90-94 år;kvinnor;2008;1305
08 Kalmar län;90-94 år;kvinnor;2009;1350
08 Kalmar län;90-94 år;kvinnor;2010;1458
08 Kalmar län;90-94 år;kvinnor;2011;1515
08 Kalmar län;90-94 år;kvinnor;2012;1510
08 Kalmar län;90-94 år;kvinnor;2013;1552
08 Kalmar län;90-94 år;kvinnor;2014;1542
08 Kalmar län;90-94 år;kvinnor;2015;1468
08 Kalmar län;90-94 år;kvinnor;2016;1486
08 Kalmar län;90-94 år;kvinnor;2017;1503
08 Kalmar län;90-94 år;kvinnor;2018;1544
08 Kalmar län;95-99 år;män;2008;106
08 Kalmar län;95-99 år;män;2009;96
08 Kalmar län;95-99 år;män;2010;96
08 Kalmar län;95-99 år;män;2011;110
08 Kalmar län;95-99 år;män;2012;105
08 Kalmar län;95-99 år;män;2013;114
08 Kalmar län;95-99 år;män;2014;116
08 Kalmar län;95-99 år;män;2015;125
08 Kalmar län;95-99 år;män;2016;130
08 Kalmar län;95-99 år;män;2017;139
08 Kalmar län;95-99 år;män;2018;159
08 Kalmar län;95-99 år;kvinnor;2008;338
08 Kalmar län;95-99 år;kvinnor;2009;336
08 Kalmar län;95-99 år;kvinnor;2010;340
08 Kalmar län;95-99 år;kvinnor;2011;336
08 Kalmar län;95-99 år;kvinnor;2012;344
08 Kalmar län;95-99 år;kvinnor;2013;307
08 Kalmar län;95-99 år;kvinnor;2014;335
08 Kalmar län;95-99 år;kvinnor;2015;399
08 Kalmar län;95-99 år;kvinnor;2016;416
08 Kalmar län;95-99 år;kvinnor;2017;418
08 Kalmar län;95-99 år;kvinnor;2018;430
08 Kalmar län;100+ år;män;2008;11
08 Kalmar län;100+ år;män;2009;11
08 Kalmar län;100+ år;män;2010;10
08 Kalmar län;100+ år;män;2011;11
08 Kalmar län;100+ år;män;2012;8
08 Kalmar län;100+ år;män;2013;7
08 Kalmar län;100+ år;män;2014;7
08 Kalmar län;100+ år;män;2015;5
08 Kalmar län;100+ år;män;2016;5
08 Kalmar län;100+ år;män;2017;8
08 Kalmar län;100+ år;män;2018;11
